time_stamp;title;topic
2011-06-09;RWE [ DAX index] closes at 4.1% below VWP but at merely 4.2% premium to 52-week low;1
2009-04-24;Dutch province throws RWE 's Essent deal into doubt;-1
2011-04-08;RWE submits offer for sale of shares in Berlin water distribution company - report;2
2022-12-16;Friday December 16, 2022 What Happened Today to the RWE ADR;-1
2020-03-19;BP, RWE Generation building hydrogen network in Germany;-1
2009-11-27;RWE Npower to go ahead with 11.5 MW wind farm in Essex;0
2022-01-11;RWE breaks ground on German wind farm;0
2011-09-20;RWE announces opening of the Poland - Czech Republic gas pipeline;-1
2011-08-11;-Political decisions put pressure on RWE;-1
2012-01-06;- RWE Power AG - Flue gas as a raw material, newly discovered micro organisms utilise CO2 particularly well;-1
2021-04-12;Ørsted, RWE , PGE win contracts for 1st offshore wind farms in Poland;0
2012-04-27;RWEOY Pays 2.637 final Per Share Record Date 04/19/2012;2
2022-11-11;"Weekly: RWE ADR (RWEOY: $41.28) keeps rising: up 13% in 3 weeks; +$2.34 [6.0%]";1
2011-11-07;RWE [ DAX index] closes at 3.1% below VWP but at 38.2% premium to 52-week low;1
2022-10-19;RWE ( RWE : EUR37.96) offers earnings yield of 5.3%;2
2012-09-11;RWE rises 1.3% on high volume;1
2008-04-28;RWEOY Pays 4.97858 approximate Per Share Record Date 04/21/2008;2
2012-11-07;RWE declines 2.6% on weak volume;1
2011-04-11;"- S&P places German RWE on ""negative"" watch";-1
2022-11-09;Wednesday November 09, 2022 All You Need to Know About the RWE ADR Today;2
2011-02-07;"WIPO ASSIGNS PATENT TO RWE FOR ""CHARGING CABLE CONNECTOR FOR CONNECTING AN ELECTRIC VEHICLE TO A CHARGING STATION"" ( GERMAN INVENTORS)";3
2013-10-08;RWE CEO rejects report on premature closure of Garzweiler coal mine;-1
2013-08-06;- RWE parts with Excelerate Energy;0
2015-03-24;RWE reports annual net income, provides guidance for 2015;2
2008-03-12;Belgian Exmar , German RWE Eye French Suez Stake in Distrigas;4
2022-08-11;RWE AG H1 Adj. Net Income Rises;2
2018-07-11;Germany 's Eon to secure 82% of Innogy in deal with RWE;-1
2008-07-10;German RWE To Keep Biblis A NPP On by 2010 - Report;-1
2008-03-18;German RWE To Bid 2.5 Bln Euro for British Energy Stake - Report;-1
2012-02-06;ABB and RWE investigate combined technology offering for electric vehicle charging infrastructure solutions Joint solutions for networked AC and DC charging devices and integrated back-office systems, with an initial focus on the European market;3
2012-01-31;- RWE Dea - Successful award of seven new production licenses in Norway;4
2012-10-15;RWE preference strengthens on low volume;1
2009-10-01;"Sal. Oppenheim keeps ""buy"", price target on RWE";2
2009-11-16;American Water Announces Secondary Common Stock Offering RWE offering of 37.4 million shares of common stock;2
2012-11-01;RWE preference strengthens 0.5%;1
2014-09-05;Northland Power to acquire 85% stake in 3 offshore wind projects from RWE;0
2015-03-19;Northland , RWE reach financial close on 332-MW Nordsee One wind farm;0
2009-02-04;German RWE places EUR 3bn bonds;-1
2011-08-09;Political decisions put pressure on RWE;-1
2015-09-28;EQS -CMS: RWE Aktiengesellschaft : Share buy-back;2
2012-10-30;RWE rises 1.3% with open interest rising;1
2014-04-17;Enovos says RWE , E.ON to shed stakes;0
2022-09-30;German firm RWE signs $6.8 bn US clean energy deal;2
2009-04-16;RWE Power becomes founding member of Australian institute;-1
2016-01-18;"RWE AG ( Delaware ) applies for US Patent titled as ""Method for operating a charging station""";3
2011-11-23;RWE may continue with work on Dutch coal-fired plant - report;-1
2014-04-11;Underground Gas Storage Industry Outlook in Europe, 2014 - Details of All Sites Featuring Gazprom , Stoccaggi Gas Italia S.p.A. and RWE AG;4
2011-02-09;RWE [ DAX index] rises in strong trading with rising open interest, continues strong monthly trend;1
2022-11-10;RWE Posts Strong 9-month Results;2
2009-11-16;RWE 3Q net income falls 48 percent to euro569 million;2
2016-12-27;Profile of Günther Schartz Administrator of RWE;-1
2021-12-10;RWE , Kawasaki plan hydrogen-powered gas turbine in Germany;0
2013-03-05;Germany 's RWE to quit oil, gas production;4
2008-08-07;RENEWABLES: RWE To Build Offshore Wind Farms in Germany;0
2012-10-05;RWE Dea launches production at UK Devenick gas field;4
2012-01-26;RWE appoints new CEO of RWE Innogy;-1
2015-03-17;Conergy raises USD-45m from RWE -led funding round;2
2013-12-12;RWE Dea : Successful completion of 3D seismic survey off the coast of Suriname;-1
2018-03-09;EQS -Adhoc: E.ON SE: E.ON reaches agreement in principle with RWE to acquire;2
2013-03-22;RWE Innogy to sell minority holdings in two UK wind farms;0
2009-11-30;RWE not to shed Czech ops;0
2016-12-27;Profile of Peter Ottmann Managing Director of RWE;2
2019-01-23;- RWE files acquisition of renewables businesses of E.ON and innogy with European Commission;0
2022-08-26;RWE acquires 3 GW solar project pipeline in Poland;-1
2013-11-22;Turkmenistan Gas Markets Report - 2013-2017 Featuring RWE , Dragon Oil & CNPC;2
2009-05-14;RWE Innogy ups stake Spanish Danta de Energias to 93.7%;4
2013-05-21;British BT Group goes 100% renewable with RWE 's npower;0
2012-12-07;OMV in talks to buy German RWE's stake in Nabucco;-1
2008-04-23;RWE sells 36 percent of American Water;-1
2012-05-10;RWE confirms forecast for 2012;2
2013-12-30;RWE sells Dutch heat business;2
2011-12-14;RWE and the Museum Folkwang seal a new partnership with major Expressionism exhibition The Ecstasy of Colour exhibition will be a European art highlight in 2012 An intelligent financing model opens new perspectives;3
2017-09-26;Profile of Dr. Hans Bünting Chief Operating Officer Renewables of Innogy;0
2022-11-23;Werner Brandt Chairman of RWE in top 13% of price performers of German stocks in past week Wednesday November 23, 2022;2
2021-02-01;RWE to sell 24% interest in 4 Texas wind farms to Greencoat;0
2010-01-21;RWE emerges as customer in long-term deal with Danish Norden;-1
2013-03-14;- RWE Dea AG - Becklingen Z2, target met, expectations fulfilled;4
2018-02-09;Australia: RWE Power Receives Patent for 'Method for forming molded bodies from a granular material, and corresponding roller press';3
2008-05-20;German RWE To Allocate More Billions for Renewables;0
2011-08-08;RWE to appoint Peter Terium CEO - report;2
2009-10-29;Protesters Invade RWE npower's Didcot A Power Station, an Industrial Info News Alert;3
2015-03-05;-Sale of Dea, LetterOne and RWE complete transaction;2
2020-12-15;RWE to sell 51% stake in 4 Texas wind farms to Algonquin unit;0
2013-10-21;EANS-News: Semperit Group : Large RWE order for conveyor belts;3
2008-05-28;EU says in talks with RWE on possible solutions to antitrust concerns;-1
2016-03-16;RWE and city of Bedburg inaugurate Konigshovener Hohe wind farm;0
2008-09-18;German RWE Appoints New CSO;-1
2010-08-11;RWE starts auction for German gas grid Thyssengas;-1
2009-01-30;German RWE Innogy-led consortium to build EUR 30m biomass plan;-1
2008-04-07;Germany govt rejects RWE call to prolong life-span of Biblis A nuclear reactor;-1
2008-05-28;EU says in talks with German power group RWE on settling antitrust case;-1
2010-12-07;RWE Dea announces oil discovery offshore Norway;4
2016-01-07;"Swiss Federal Institute of Intellectual Property granted patent to RWE Power Aktiengesellschaft on January 6, 2016 titled as ""Sorbent for dry cleaning of waste gases loaded with mercury and method for its production""";3
2012-01-27;-Changes to the Executive Management of RWE Innogy GmbH;2
2012-12-03;Norwegian Gassled okays plan for new gas terminal in Germany;4
2012-10-31;Deal snapshot: RWE EXITS BERLINER WASSERBETRIEBE;-1
2022-11-16;Wednesday November 16, 2022 All You Need to Know About the RWE ADR Today;-1
2012-11-08;RWE may build solar, wind plant in Egypt - report;0
2022-11-08;"RWE ADR (RWEOY: $39.05) hits one-month high on firm volume; +48c [1.2%]";1
2011-08-09;"Kepler upgrades RWE to ""buy"", cuts target to EUR 33";-1
2012-10-23;RWE falls 0.9% in weak trading with bearish open interest;1
2017-06-23;EQS -Adhoc: RWE Aktiengesellschaft: RWE Executive Board intends special dividend;2
2013-01-07;"US Patent Issued to RWE on Jan. 1 for ""Method and a Device for Charging Electric Vehicles"" ( German Inventors)";3
2011-01-04;RWE to strengthen cooperation with Vodafone;2
2012-08-22;"WIPO PUBLISHES PATENT OF RWE , BECKER GERNOT FOR ""CHARGING STATION AND METHOD FOR SECURING A CHARGING PROCESS OF AN ELECTRIC VEHICLE"" ( GERMAN INVENTOR)";3
2015-11-12;RWE 9 Months Profit Climbs, Backs FY Forecast;2
2009-11-30;German RWE to keep Czech business - report;2
2008-01-04;German RWE Eprimo with 87,000 Customers in 2007;2
2014-12-22;"Swiss Federal Institute of Intellectual Property granted patent to RWE AG on December 17 titled as ""SECURING THE BILLING OF ENERGY DRAWN AT A CHARGING STATION""";3
2010-04-16;RWE Dea opens office in Turkmenistan;4
2012-10-08;RWE preference decreases 1.3% on low volume;1
2011-11-01;RWE Innogy erects measuring station at construction field of Nordsee Ost wind farm;0
2022-10-06;RWE to study carbon capture at Welsh power plant;0
2017-12-01;RWE AG ST Financial Reports: Financial Statements 2016;2
2012-04-23;RWE to invest in start-up electricity generation forecasts provider;2
2013-06-14;- RWE Dea expands Exploration Portfolio with Farm-In in Suriname;4
2011-08-03;RWE [ DAX index] hits year-low 15th time in three months;1
2022-11-01;Tuesday November 01, 2022 What Happened Today to the RWE ADR;-1
2012-10-04;RWE Dea starts production from gas field Devenick;4
2014-01-28;RWE Recognises About EUR3.3 Bln Impairment For 2013;-1
2010-02-01;German Repower to deliver 48 wind turbines to RWE Innogy;0
2010-03-10;German RWE inks MoU with Azeri Socar;3
2011-10-10;RWE [ DAX index] rises in strong trading with rising open interest, continues strong weekly and monthly trend;1
2008-10-31;RENEWABLES - RWE Innogy to invest EUR 34m in geothermal projects;0
2009-12-15;Mergers: Commission Approves Proposed Acquisition of Ensys by RWE , Capiton , Gothaer;-1
2012-01-25;RWE Innogy names new CEO;2
2012-03-06;RWE cuts dividend for 2011 on net profit drop of 34% Y/Y;2
2010-05-11;SSE , RWE Npower get rights for 500 MW wind farm;0
2011-10-25;RWE [ DAX index] closes at 5.4% above VWP but at 45.2% discount to 52-week high;1
2013-01-16;RWE Dea to sell 20% stake in Canary Islands exploration license;2
2011-04-18;"US Patent Issued to RWE Power on April 12 for ""Sorbent for the Dry Cleaning of Waste Gases Charged with Mercury and Process for the Production Thereof"" ( German Inventors)";3
2019-09-20;Green light for E.ON, RWE transformation as EU clears final part of asset swap;-1
2019-09-26;German regulator urged to investigate RWE over market manipulation claim;-1
2011-11-10;RWE [Energy] rises in strong trading with rising open interest;1
2011-12-27;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2011-12-29;RWE [Energy] increases 1.7% on thin volume, ending a two-day streak of losses;1
2015-08-13;"RWE AG H1 Profit Climbs, Backs FY15 View; Warns On UK Supply Business";2
2012-03-22;RWE Dea annual net income up;2
2014-03-21;10 bids for Leviathan export tender to Turkey Bidders include Zorlu Group and a joint bid by Turcas Petrol AS and German electricity utility RWE .;0
2012-05-03;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2012-10-23;Research and Markets: RWE AG Goes Green? The Energiewende and the end of RWE 's nuclear ambitions;2
2011-12-07;RWE [Energy] falls in weak trading with rising open interest, weekly and monthly trend remains weak;1
2022-11-14;RWE ( RWE : EUR38.92) offers dividend yield of 2.3%;2
2022-11-30;RWE ( RWE : EUR42.0) - PRE-MARKET CONFIRMATORY BULLISH SIGNAL FROM ITS ADR MARKET Thursday December 01, 2022 07:12 CET;2
2012-10-11;RWE preference rises 1.1% on weak volume;1
2011-06-15;DGAP-PVR: RWE AG : Correction of the release according to Article 26, Section 1;-1
2010-10-04;RWE Innogy expands venture capital operations;2
2019-11-01;RWE sets up shop in Tokyo for Japanese offshore wind drive;0
2012-09-07;SSE , RWE npower's 500-MW Greater Gabbard wind farm kicks off work;0
2019-02-22;RWE purchases stake in Czech grid operator IGH from innogy;2
2020-03-12;TOP NEWS: RWE Looking Ahead After Innogy Sale And Coal Unit Wind Down;0
2019-05-15;"RWE Q1 Adj. Net Income Rises; Confirms FY Outlook";2
2013-04-08;RWE Innogy offers wind-project shares to workers - report;0
2012-11-14;RWE raises 2012 outlook after strong Jan-Sep performance;2
2011-08-31;Month to August 31: RWE trails 87.2% of stocks, price 32.5% below volume weighted price;2
2018-08-29;Company Profile of RWE AG;2
2011-06-22;German RWE may dispose of network division - report;2
2009-07-15;Siemens , RWE to co-operate in electric vehicle technology;3
2012-10-29;Deal snapshot: RWE TECHNOLOGY , DEWA TO FORM ENERGY CONSULTING JV;0
2020-11-23;Greencoat Capital LLP offered to acquire a minority stake in RWE AG /Humber Gateway Wind Farm/ from RWE AG;0
2022-10-28;RWE ( RWE : EUR38.77) - PRE-MARKET CONFIRMATORY BULLISH SIGNAL FROM ITS ADR MARKET Monday October 31, 2022 07:10 CET;2
2018-03-13;RWE AG : Ad-hoc-disclosure according to Art. 17 MAR - RWE concludes agreement with E.ON to sell it's 76.8 per cent stake in innogy via a wide-ranging exchange of business activities;2
2013-01-04;"Hydrogen from electricity: RWE Power now testing new electrolysis technology to store electricity New test facility at the Coal Innovation Centre in Niederaussem is one more module for the ""Power-to-Gas"" project Germanyâ(EURO)(TM)s Federal Ministry of Economics and Technology is backing project under the CO 2 RRECT research initiative";4
2013-10-14;RWE Dea UK starts production from the Breagh gas field;4
2008-03-05;RENEWABLES - German RWE Innogy Acquires 300 MW Wind Farm Projects in Hungary;0
2011-05-20;RWE [ DAX index] hits year-low 7th time in three months;1
2009-08-18;RWE confirms bid for Polish Enea;-1
2020-11-12;"RWE AG 9-month Adj. Profit Rises; Confirms FY20 Earnings Forecast";2
2011-01-19;- RWE Dea AG - Public hearing regarding Mittelplate scour protection;-1
2012-03-13;RWE Dea farm-in to production license on the Norwegian Continental Shelf;4
2022-07-21;RWE partners with SolarDuck for floating offshore solar parks;0
2013-08-05;RWE parts with Excelerate Energy;-1
2011-06-03;RWE [ DAX index] hits year-low 7th time in one month and 11th time in three months;1
2008-05-30;RWE agrees to sell gas transportation network to settle EU concerns;-1
2009-01-20;German RWE, E.on raise electricity prices;3
2021-06-01;Deutsche Bank AG , Frankfurt Pre Stab Notice - RWE EUR 500M 10y Green;2
2011-01-25;RWE doubts Germany 's energy concept - report;-1
2009-01-27;RWE upbeat about Nabucco pipeline project;0
2021-02-15;BP , Total, RWE win plots in UK offshore wind lease sale as prices skyrocket;0
2022-11-28;"RWE ADR (RWEOY: $43.88) falls ; -24c [-0.5%]";1
2011-05-27;RWE [ DAX index] dips 0.4% on high volume falling for a second consecutive day, a two day fall of 1.1%;1
2019-10-28;RWE snaps up slate of Polish offshore wind projects;0
2012-03-14;-Six banks help RWE with GBP750m bond offer;2
2019-08-20;RWE to 'hit the ground running' on renewables after asset swap;0
2011-04-13;RWE [ DAX index] rises in strong trading with rising open interest;1
2012-06-29;RWE closes sale of shareholding in VSE;2
2020-08-20;Rolf Martin Schmitz CEO of RWE in top 17% of publicly traded companies;2
2013-09-10;RWE Dea starts gas production in Egypt;4
2020-03-13;Leaving coal behind, 'New RWE ' to throw billions at global renewables buildout;0
2014-12-02;EQS -PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2010-10-14;"WIPO ASSIGNS PATENT TO RWE FOR ""CHARGING STATION BASE FOR ELECTRICAL CHARGING STATIONS"" ( GERMAN INVENTORS)";3
2013-01-02;Dirk Warzecha appointed Chief Operating Officer at RWE Dea AG;4
2017-09-26;Profile of Uwe Tigges Chief Human Resources Officer of Innogy;4
2009-05-27;RWE choosing partner for Belene nuclear plant among 3 firms - report;2
2022-10-07;RWE CEO hails Inflation Reduction Act in Con Edison clean power deal;3
2010-09-14;RWE Cancels Polish Coal-Fired Power Plant, an Industrial Info News Alert;3
2013-07-04;RWE installs last turbine at Thornton Bank wind farm;0
2008-05-28;EU discusses antitrust settlement with RWE;-1
2015-02-20;"Swiss Federal Institute of Intellectual Property granted patent to RWE Power AG on February 18 titled as ""Method for checking a fuel mould""";3
2014-07-01;RWE erects 1st out of 48 turbines for 295-MW offshore wind park;0
